# ref_schools — India schools seed (Build 2b, T1: chains + CISCE + curated).
# Sources: deedy/cbse_schools_data + deedy/cisce_schools_data (both CC-BY-SA-4.0). School
# names + districts are public CBSE/government FACTS (not copyrightable); re-expressed and
# normalized here, used as facts WITH attribution. Underlying authority: CBSE / CISCE.
# Tags: deedy rows source='deedy', curated international top-up source='seed'.
# Name format: '{Title name}, {District}, {State}' (CBSE chains) / '{name}, {State}' (CISCE,
# no district column) / '{name}, {City}, {State}' (curated). LENIENT field — never blocks signup.
name,aliases,source
"Jawahar Navodaya Vidyalaya, Dehradun, Uttarakhand","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Delhi","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Deogarh, Jharkhand","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Deogarh, Odisha","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Dewas, Madhya Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Dhar, Madhya Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Dharwad, Karnataka","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Dholpur, Rajasthan","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Dhubri, Assam","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Dhule, Maharashtra","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Dibang Valley, Arunachal Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Dibrugarh, Assam","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Dimapur, Nagaland","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Dindori, Madhya Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Doda, Jammu & Kashmir","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Dungarpur, Rajasthan","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, East District, Sikkim","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, East Garo Hills, Meghalaya","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, East Godavari, Andhra Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, East Kemeng, Arunachal Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, East Khasi Hills, Meghalaya","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, East Siang, Arunachal Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Ernakulam, Kerala","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Faridabad, Haryana","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Fatehabad, Haryana","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Ferozepur, Punjab","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, GOA","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Gadag, Karnataka","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Gandhinagar, Gujarat","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Ganjam, Odisha","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Gaya, Bihar","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Goa (North), GOA","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Goalpara, Assam","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Golaghat, Assam","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Gondiya, Maharashtra","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Gopalganj, Bihar","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Gulbarga, Karnataka","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Guna, Madhya Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Guntur, Andhra Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Gurgaon, Haryana","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Gwalior, Madhya Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Hailakandi, Assam","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Hamirpur, Himachal Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Hanumangarh, Rajasthan","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Harda, Madhya Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Hassan, Karnataka","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Haveri, Karnataka","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Himachal Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Hingoli, Maharashtra","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Hissar, Haryana","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Hooghly, West Bengal","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Hoshangabad, Madhya Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Howrah, West Bengal","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Idukki, Kerala","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Imphal, Manipur","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Indore, Madhya Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jabalpur, Madhya Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jahanabad, Bihar","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jaintia Hills, Meghalaya","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jaipur, Rajasthan","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jaisalmer, Rajasthan","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jajpur, Odisha","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jalgaon, Maharashtra","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jalna, Maharashtra","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jalpaiguri, West Bengal","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jammu & Kashmir","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jammu, Jammu & Kashmir","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jamnagar, Gujarat","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jamtara, Jharkhand","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jamui, Bihar","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jashpur, Chattisgarh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jatsinghpur, Odisha","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jhabua, Madhya Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jhajjar, Haryana","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jhalawar, Rajasthan","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jharkhand","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jhunjhunu, Rajasthan","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jind, Haryana","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jodhpur, Rajasthan","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jorhat, Assam","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Jyotiba Phule Nagar, Uttar Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kabri Anglong, Assam","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kaimur, Bihar","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kaithal, Haryana","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kalahandi, Odisha","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kamrup, Assam","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kangra, Himachal Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kanker, Chattisgarh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kannur, Kerala","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kanpur, Uttar Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Karaikal, Puducherry","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Karauli, Rajasthan","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Karimganj, Assam","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Karimnagar, Telangana","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Karnal, Haryana","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kasargud, Kerala","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kathua, Jammu & Kashmir","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Katihar, Bihar","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Katni, Madhya Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kawardha, Chattisgarh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Khagaria, Bihar","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Khammam, Telangana","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Khandwa, Madhya Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Khargaon, Madhya Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kheda, Gujarat","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Khurda, Odisha","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kinnaur, Himachal Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kiphire, Nagaland","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kishanganj, Bihar","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kodagu, Karnataka","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kohima, Nagaland","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kokrajhar, Assam","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kolar, Karnataka","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kolasib, Mizoram","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kolhapur, Maharashtra","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kollam, Kerala","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Koppal, Karnataka","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Koraput, Odisha","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Koriya, Chattisgarh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kota, Rajasthan","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kottayam, Kerala","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kozhikode, Kerala","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Krishna, Andhra Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kupwara, Jammu & Kashmir","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kurnool, Andhra Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kurukeshtra, Haryana","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kurung Kumey, Arunachal Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Kutch-Bhuj, Gujarat","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, LEH, Jammu & Kashmir","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Lahaul & Spiti, Himachal Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Lakhimpur, Assam","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Lakshadweep","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Latur, Maharashtra","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Lower Subansiri, Arunachal Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Ludhiana, Punjab","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Lungeli, Mizoram","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, MON, Nagaland","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Madhepura, Bihar","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Madhubani, Bihar","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Madhya Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Maharajganj, Uttar Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Maharashtra","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Mahbubnagar, Telangana","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Mahe, Puducherry","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Malappuram, Kerala","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Mandi, Himachal Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Mandla, Madhya Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Mandsaur, Madhya Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Mandya, Karnataka","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Manipur","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Medak, Telangana","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Mehsana, Gujarat","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Mewat, Haryana","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Midnapur, West Bengal","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Mizoram","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Moga, Punjab","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Mokokchung, Nagaland","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Morena, Madhya Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Morigaon, Assam","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Munger, Bihar","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Muzaffarnagar, Uttar Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Muzaffarpur, Bihar","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Mysore, Karnataka","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, N.C.Hills, Assam","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Nagaland","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Nagaon, Assam","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Nagaur, Rajasthan","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Nagpur, Maharashtra","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Nainital, Uttarakhand","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Nalanda, Bihar","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Nalbari, Assam","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Nalgonda, Telangana","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Nanded, Maharashtra","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Nandurbar, Maharashtra","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Narmada, Gujarat","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Nasik, Maharashtra","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Navsari, Gujarat","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Nawadah, Bihar","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Nayagarh, Odisha","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Neemuch, Madhya Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Nellore, Andhra Pradesh","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, Nizamabad, Telangana","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, North Dinajpur, West Bengal","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
"Jawahar Navodaya Vidyalaya, North District, Sikkim","{""JNV"",""Navodaya"",""Jawahar Navodaya Vidyalaya""}",deedy
